企業名,証券コード,EDINETコード,docID,帳簿価額（元単位）,時価（元単位）,含み益（元単位）,元単位,ソースファイル,注記,帳簿価額_百万円,時価_百万円,含み益_百万円
日本信号株式会社,6741,E01769,S100VX5P,455.0,6505.0,6050.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01769-000_2025-03-31_01_2025-06-16_ixbrl.htm,,455.0,6505.0,6050.0
和田興産株式会社,8931,E04029,S100VUAN,25886552.0,31912713.0,6026161.0,千円,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E04029-000_2025-02-28_01_2025-05-29_ixbrl.htm,,25886.552,31912.713,6026.161
瀧上工業株式会社,5918,E01364,S100W67V,9107.0,15131.0,6024.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01364-000_2025-03-31_01_2025-06-26_ixbrl.htm,,9107.0,15131.0,6024.0
プリマハム株式会社,2281,E00335,S100W0KK,46471.0,52467.0,5996.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00335-000_2025-03-31_01_2025-06-24_ixbrl.htm,,46471.0,52467.0,5996.0
株式会社遠藤製作所,7841,E01459,S100VHA4,18046627.0,24018604.0,5971977.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01459-000_2024-12-31_01_2025-03-27_ixbrl.htm,,18046.627,24018.604,5971.977
株式会社テレビ朝日ホールディングス,9409,E04414,S100VZPB,8012.0,13974.0,5962.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04414-000_2025-03-31_01_2025-06-26_ixbrl.htm,,8012.0,13974.0,5962.0
橋本総業ホールディングス株式会社,7570,E02879,S100W6TW,1482.0,7371.0,5889.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02879-000_2025-03-31_01_2025-06-27_ixbrl.htm,,1482.0,7371.0,5889.0
日本化学工業株式会社,4092,E00784,S100W423,4016.0,9869.0,5853.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00784-000_2025-03-31_01_2025-06-25_ixbrl.htm,,4016.0,9869.0,5853.0
エクシオグループ株式会社,1951,E00094,S100W0NZ,168778.0,174528.0,5750.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00094-000_2025-03-31_01_2025-06-24_ixbrl.htm,,168778.0,174528.0,5750.0
中道リース株式会社,8594,E04801,S100VG4Q,18117348.0,23833539.0,5716191.0,千円,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E04801-000_2024-12-31_01_2025-03-26_ixbrl.htm,,18117.348,23833.539,5716.191
株式会社白洋舍,9731,E04754,S100VHPE,2248.0,7916.0,5668.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04754-000_2024-12-31_01_2025-03-27_ixbrl.htm,,2248.0,7916.0,5668.0
イオン九州株式会社,2653,E03349,S100VSPD,21459.0,27100.0,5641.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03349-000_2025-02-28_01_2025-05-22_ixbrl.htm,,21459.0,27100.0,5641.0
株式会社ハークスレイ,7561,E03294,S100VWK8,13868.0,19335.0,5467.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03294-000_2025-03-31_01_2025-06-24_ixbrl.htm,,13868.0,19335.0,5467.0
東洋製罐グループホールディングス株式会社,5901,E01353,S100VZP4,85419.0,90850.0,5431.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01353-000_2025-03-31_01_2025-06-19_ixbrl.htm,,85419.0,90850.0,5431.0
栗林商船株式会社,9171,E04254,S100W7OA,2771377.0,8169544.0,5398167.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04254-000_2025-03-31_01_2025-06-27_ixbrl.htm,,2771.377,8169.544,5398.167
ＭＵＴＯＨホールディングス株式会社,7999,E02305,S100W6AN,1325.0,6715.0,5390.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02305-000_2025-03-31_01_2025-06-26_ixbrl.htm,,1325.0,6715.0,5390.0
中部日本放送株式会社,9402,E04376,S100W0IR,431.0,5700.0,5269.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04376-000_2025-03-31_01_2025-06-26_ixbrl.htm,,431.0,5700.0,5269.0
株式会社くすりの窓口,5592,E38965,S100W451,3503675.0,8721460.0,5217785.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E38965-000_2025-03-31_01_2025-06-24_ixbrl.htm,,3503.675,8721.460000000001,5217.785
株式会社関電工,1942,E00074,S100W0RO,34617.0,39813.0,5196.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00074-000_2025-03-31_01_2025-06-23_ixbrl.htm,,34617.0,39813.0,5196.0
豊和工業株式会社,6203,E01515,S100W3GN,770.0,5923.0,5153.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01515-000_2025-03-31_01_2025-06-26_ixbrl.htm,,770.0,5923.0,5153.0
ビジネス・ワンホールディングス株式会社,4827,E05325,S100W67S,9750759.0,14899513.0,5148754.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05325-000_2025-03-31_01_2025-06-25_ixbrl.htm,,9750.759,14899.513,5148.754
日本道路株式会社,1884,E00067,S100W5XH,155446.0,160519.0,5073.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00067-000_2025-03-31_01_2025-06-26_ixbrl.htm,,155446.0,160519.0,5073.0
ＣＤＳ株式会社,2169,E05726,S100VGEB,4740863.0,9722408.0,4981545.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05726-000_2024-12-31_01_2025-03-25_ixbrl.htm,,4740.863,9722.408,4981.545
北海道中央バス株式会社,9085,E04161,S100W9P0,4964599.0,9786370.0,4821771.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04161-000_2025-03-31_01_2025-06-30_ixbrl.htm,,4964.599,9786.37,4821.771
山田コンサルティンググループ株式会社,4792,E05135,S100W1KY,17360930.0,22177523.0,4816593.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05135-000_2025-03-31_01_2025-06-20_ixbrl.htm,,17360.93,22177.523,4816.593
株式会社ＴＳＩホールディングス,3608,E25234,S100VSWZ,4912.0,9690.0,4778.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E25234-000_2025-02-28_01_2025-05-23_ixbrl.htm,,4912.0,9690.0,4778.0
株式会社東光高岳,6617,E26713,S100W7GC,7771.0,12500.0,4729.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E26713-000_2025-03-31_01_2025-06-26_ixbrl.htm,,7771.0,12500.0,4729.0
日本リーテック株式会社,1938,E00185,S100W3ZH,3016306.0,7728974.0,4712668.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00185-000_2025-03-31_01_2025-06-25_ixbrl.htm,,3016.306,7728.974,4712.668
ヤマエグループホールディングス株式会社,7130,E36756,S100W0LS,28418.0,33094.0,4676.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E36756-000_2025-03-31_01_2025-06-20_ixbrl.htm,,28418.0,33094.0,4676.0
日本石油輸送株式会社,9074,E04327,S100VZWR,1686.0,6355.0,4669.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04327-000_2025-03-31_01_2025-06-26_ixbrl.htm,,1686.0,6355.0,4669.0
株式会社リヒトラブ,7975,E00667,S100VSKV,1987739.0,6622057.0,4634318.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00667-000_2025-02-28_01_2025-05-23_ixbrl.htm,,1987.739,6622.057,4634.318
出光興産株式会社,5019,E01084,S100VZEN,103157.0,107785.0,4628.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01084-000_2025-03-31_01_2025-06-19_ixbrl.htm,,103157.0,107785.0,4628.0
株式会社中央経済社ホールディングス,9476,E00723,S100XB7E,347557.0,4975144.0,4627587.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00723-000_2025-09-30_01_2025-12-18_ixbrl.htm,,347.557,4975.144,4627.587
株式会社オリジン,6513,E01751,S100W8OU,1815985.0,6391690.0,4575705.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01751-000_2025-03-31_01_2025-06-27_ixbrl.htm,,1815.9850000000001,6391.6900000000005,4575.705
名港海運株式会社,9357,E04328,S100W6IK,6322183.0,10841110.0,4518927.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04328-000_2025-03-31_01_2025-06-26_ixbrl.htm,,6322.183,10841.11,4518.927
森永乳業株式会社,2264,E00331,S100W4TH,12351.0,16848.0,4497.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00331-000_2025-03-31_01_2025-06-25_ixbrl.htm,,12351.0,16848.0,4497.0
コーナン商事株式会社,7516,E03273,S100VUWD,36215.0,40666.0,4451.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03273-000_2025-02-28_01_2025-05-30_ixbrl.htm,,36215.0,40666.0,4451.0
株式会社杉村倉庫,9307,E04294,S100W0YZ,3547157.0,7988373.0,4441216.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04294-000_2025-03-31_01_2025-06-25_ixbrl.htm,,3547.157,7988.3730000000005,4441.216
株式会社ランドビジネス,8944,E04038,S100X9MO,5667951.0,10063352.0,4395401.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04038-000_2025-09-30_01_2025-12-19_ixbrl.htm,,5667.951,10063.352,4395.401
ダイナパック株式会社,3947,E00668,S100VGLT,1273578.0,5654400.0,4380822.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00668-000_2024-12-31_01_2025-03-26_ixbrl.htm,,1273.578,5654.400000000001,4380.822
徳倉建設株式会社,1892,E00079,S100W89B,2649.0,6991.0,4342.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00079-000_2025-03-31_01_2025-06-27_ixbrl.htm,,2649.0,6991.0,4342.0
株式会社きんえい,9636,E04592,S100VMUV,2718416.0,7041740.0,4323324.0,千円,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E04592-000_2025-01-31_01_2025-04-23_ixbrl.htm,,2718.416,7041.74,4323.3240000000005
日本フエルト株式会社,3512,E00573,S100W36D,5702000.0,10004000.0,4302000.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00573-000_2025-03-31_01_2025-06-26_ixbrl.htm,,5702.0,10004.0,4302.0
美濃窯業株式会社,5356,E01180,S100W2GO,3173121.0,7419595.0,4246474.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01180-000_2025-03-31_01_2025-06-26_ixbrl.htm,,3173.121,7419.595,4246.474
株式会社プレステージ・インターナショナル,4290,E05205,S100W1Q5,54527559.0,58738723.0,4211164.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05205-000_2025-03-31_01_2025-06-23_ixbrl.htm,,54527.559,58738.723,4211.164
株式会社ハマイ,6497,E01652,S100VD81,1995130.0,6201000.0,4205870.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01652-000_2024-12-31_01_2025-03-31_ixbrl.htm,,1995.13,6201.0,4205.87
コーユーレンティア株式会社,7081,E35139,S100VHSJ,2396627.0,6570000.0,4173373.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E35139-000_2024-12-31_01_2025-03-28_ixbrl.htm,,2396.627,6570.0,4173.3730000000005
株式会社プロパスト,3236,E04064,S100WLW2,27765.0,31888.0,4123.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04064-000_2025-05-31_01_2025-08-28_ixbrl.htm,,27765.0,31888.0,4123.0
日本坩堝株式会社,5355,E01131,S100W355,991237.0,5107426.0,4116189.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01131-000_2025-03-31_01_2025-06-24_ixbrl.htm,,991.237,5107.426,4116.189
日清食品ホールディングス株式会社,2897,E00457,S100W2GG,7392.0,11453.0,4061.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00457-000_2025-03-31_01_2025-06-24_ixbrl.htm,,7392.0,11453.0,4061.0
株式会社中村屋,2204,E00372,S100W55C,9754851.0,13800000.0,4045149.0,千円,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E00372-000_2025-03-31_01_2025-06-30_ixbrl.htm,,9754.851,13800.0,4045.149
ダイハツインフィニアース株式会社,6023,E01477,S100W526,2543.0,6570.0,4027.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01477-000_2025-03-31_01_2025-06-26_ixbrl.htm,,2543.0,6570.0,4027.0
株式会社サンテック,1960,E00173,S100W44F,5968.0,9993.0,4025.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00173-000_2025-03-31_01_2025-06-25_ixbrl.htm,,5968.0,9993.0,4025.0
日清紡ホールディングス株式会社,3105,E00544,S100VGXL,10318.0,14341.0,4023.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00544-000_2024-12-31_01_2025-03-28_ixbrl.htm,,10318.0,14341.0,4023.0
第一交通産業株式会社,9035,E04222,S100VVUK,46358.0,50333.0,3975.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04222-000_2025-03-31_01_2025-06-27_ixbrl.htm,,46358.0,50333.0,3975.0
天昇電気工業株式会社,6776,E01813,S100W3DX,389.0,4351.0,3962.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01813-000_2025-03-31_01_2025-06-24_ixbrl.htm,,389.0,4351.0,3962.0
地主株式会社,3252,E05692,S100VHON,13959.0,17869.0,3910.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05692-000_2024-12-31_01_2025-03-27_ixbrl.htm,,13959.0,17869.0,3910.0
大和自動車交通株式会社,9082,E04159,S100W7H0,12658.0,16554.0,3896.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04159-000_2025-03-31_01_2025-06-26_ixbrl.htm,,12658.0,16554.0,3896.0
東急建設株式会社,1720,E00316,S100W0EF,17061.0,20909.0,3848.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00316-000_2025-03-31_01_2025-06-20_ixbrl.htm,,17061.0,20909.0,3848.0
櫻護謨株式会社,5189,E01107,S100W7V1,2314996.0,6144700.0,3829704.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01107-000_2025-03-31_01_2025-06-27_ixbrl.htm,,2314.996,6144.7,3829.704
株式会社オープンハウスグループ,3288,E27842,S100XBTG,20538.0,24357.0,3819.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E27842-000_2025-09-30_01_2025-12-22_ixbrl.htm,,20538.0,24357.0,3819.0
能美防災株式会社,6744,E01803,S100W3FC,33209.0,37027.0,3818.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01803-000_2025-03-31_01_2025-06-25_ixbrl.htm,,33209.0,37027.0,3818.0
養命酒製造株式会社,2540,E00400,S100W48G,2438689.0,6250290.0,3811601.0,百万円（千円換算）,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E00400-000_2025-03-31_01_2025-06-26_ixbrl.htm,,2438.689,6250.29,3811.601
株式会社タムロン,7740,E02308,S100VGX2,11128.0,14844.0,3716.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02308-000_2024-12-31_01_2025-03-26_ixbrl.htm,,11128.0,14844.0,3716.0
コロンビア・ワークス株式会社,146A,E39407,S100VJ20,7472.0,11137.0,3665.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E39407-000_2024-12-31_01_2025-03-31_ixbrl.htm,,7472.0,11137.0,3665.0
三谷セキサン株式会社,5273,E01169,S100W0AY,763.0,4408.0,3645.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01169-000_2025-03-31_01_2025-06-19_ixbrl.htm,,763.0,4408.0,3645.0
岡山県貨物運送株式会社,9063,E04195,S100W50O,1255632.0,4829697.0,3574065.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04195-000_2025-03-31_01_2025-06-26_ixbrl.htm,,1255.632,4829.697,3574.065
ＭＩＲＡＲＴＨホールディングス株式会社,8897,E03997,S100W4D8,29989.0,33538.0,3549.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03997-000_2025-03-31_01_2025-06-25_ixbrl.htm,,29989.0,33538.0,3549.0
日本精化株式会社,4362,E00852,S100W4DF,1442021.0,4902853.0,3460832.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00852-000_2025-03-31_01_2025-06-25_ixbrl.htm,,1442.021,4902.853,3460.832
株式会社ビー・エム・エル,4694,E05056,S100W2UR,134518.0,137964.0,3446.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05056-000_2025-03-31_01_2025-06-24_ixbrl.htm,,134518.0,137964.0,3446.0
フリージア・マクロス株式会社,6343,E01620,S100W2YD,4641865.0,8072844.0,3430979.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01620-000_2025-03-31_01_2025-06-24_ixbrl.htm,,4641.865,8072.844,3430.9790000000003
新報国マテリアル株式会社,5542,E01257,S100VGU1,36618.0,3439989.0,3403371.0,千円,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E01257-000_2024-12-31_01_2025-03-28_ixbrl.htm,,36.618,3439.989,3403.371
高砂鐵工株式会社,5458,E01275,S100W2RY,401.0,3802.0,3401.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01275-000_2025-03-31_01_2025-06-26_ixbrl.htm,,401.0,3802.0,3401.0
株式会社レオパレス２１,8848,E03943,S100W751,4978.0,8332.0,3354.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03943-000_2025-03-31_01_2025-06-26_ixbrl.htm,,4978.0,8332.0,3354.0
サンフロンティア不動産株式会社,8934,E04031,S100W1T3,6839.0,10159.0,3320.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04031-000_2025-03-31_01_2025-06-23_ixbrl.htm,,6839.0,10159.0,3320.0
ニッポン高度紙工業株式会社,3891,E00685,S100VY9N,11525678.0,14828225.0,3302547.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00685-000_2025-03-31_01_2025-06-17_ixbrl.htm,,11525.678,14828.225,3302.547
株式会社アークス,9948,E03199,S100VTEG,15697.0,18948.0,3251.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03199-000_2025-02-28_01_2025-05-26_ixbrl.htm,,15697.0,18948.0,3251.0
中央魚類株式会社,8030,E02566,S100W7AF,1636.0,4847.0,3211.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02566-000_2025-03-31_01_2025-06-26_ixbrl.htm,,1636.0,4847.0,3211.0
株式会社マルゼン,5982,E02438,S100VU2I,1304992.0,4509000.0,3204008.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02438-000_2025-02-28_01_2025-05-29_ixbrl.htm,,1304.992,4509.0,3204.0080000000003
株式会社長府製作所,5946,E01659,S100VH28,3899.0,7102.0,3203.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01659-000_2024-12-31_01_2025-03-27_ixbrl.htm,,3899.0,7102.0,3203.0
株式会社リログループ,8876,E05047,S100W51Z,19769.0,22948.0,3179.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05047-000_2025-03-31_01_2025-06-26_ixbrl.htm,,19769.0,22948.0,3179.0
フランスベッドホールディングス株式会社,7840,E02472,S100W0N0,1140.0,4318.0,3178.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02472-000_2025-03-31_01_2025-06-23_ixbrl.htm,,1140.0,4318.0,3178.0
アズワン株式会社,7476,E02835,S100W555,4163.0,7287.0,3124.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02835-000_2025-03-31_01_2025-06-25_ixbrl.htm,,4163.0,7287.0,3124.0
株式会社インテリックス,8940,E04036,S100WL3S,7444946.0,10518647.0,3073701.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04036-000_2025-05-31_01_2025-08-26_ixbrl.htm,,7444.946,10518.647,3073.701
株式会社スリー・ディー・マトリックス,7777,E25884,S100WDJ9,1532135.0,4588818.0,3056683.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E25884-000_2025-04-30_01_2025-07-24_ixbrl.htm,,1532.135,4588.818,3056.683
アツギ株式会社,3529,E00567,S100W3TR,10380.0,13417.0,3037.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00567-000_2025-03-31_01_2025-06-26_ixbrl.htm,,10380.0,13417.0,3037.0
スバル興業株式会社,9632,E04599,S100VOAO,11714588.0,14740818.0,3026230.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04599-000_2025-01-31_01_2025-04-25_ixbrl.htm,,11714.588,14740.818000000001,3026.23
セイコーグループ株式会社,8050,E02280,S100W5ES,14962.0,17932.0,2970.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02280-000_2025-03-31_01_2025-06-26_ixbrl.htm,,14962.0,17932.0,2970.0
日鉄鉱業株式会社,1515,E00036,S100W6HN,593.0,3537.0,2944.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00036-000_2025-03-31_01_2025-06-26_ixbrl.htm,,593.0,3537.0,2944.0
カメイ株式会社,8037,E02682,S100W79K,10888.0,13813.0,2925.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02682-000_2025-03-31_01_2025-06-26_ixbrl.htm,,10888.0,13813.0,2925.0
東部ネットワーク株式会社,9036,E04221,S100W3XG,6955469.0,9857680.0,2902211.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04221-000_2025-03-31_01_2025-06-25_ixbrl.htm,,6955.469,9857.68,2902.2110000000002
株式会社ダイヘン,6622,E01750,S100W3VQ,1338.0,4216.0,2878.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01750-000_2025-03-31_01_2025-06-25_ixbrl.htm,,1338.0,4216.0,2878.0
株式会社サンゲツ,8130,E03071,S100VY7B,5037.0,7815.0,2778.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03071-000_2025-03-31_01_2025-06-17_ixbrl.htm,,5037.0,7815.0,2778.0
ロンシール工業株式会社,4224,E01103,S100W70G,812.0,3540.0,2728.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01103-000_2025-03-31_01_2025-06-27_ixbrl.htm,,812.0,3540.0,2728.0
わかもと製薬株式会社,4512,E00928,S100W0QM,587089.0,3254466.0,2667377.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00928-000_2025-03-31_01_2025-06-20_ixbrl.htm,,587.089,3254.466,2667.377
株式会社富士通ゼネラル,6755,E01775,S100W1YW,313846.0,316476.0,2630.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01775-000_2025-03-31_01_2025-06-23_ixbrl.htm,,313846.0,316476.0,2630.0
ダントーホールディングス株式会社,5337,E01141,S100VGHH,906.0,3433.0,2527.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01141-000_2024-12-31_01_2025-03-27_ixbrl.htm,,906.0,3433.0,2527.0
株式会社佐藤渡辺,1807,E00167,S100W538,1583378.0,4106312.0,2522934.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00167-000_2025-03-31_01_2025-06-26_ixbrl.htm,,1583.378,4106.312,2522.934
大同信号株式会社,6743,E01816,S100W7U9,5666829.0,8182979.0,2516150.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01816-000_2025-03-31_01_2025-06-27_ixbrl.htm,,5666.829,8182.979,2516.15
ユアサ・フナショク株式会社,8006,E00456,S100W8U0,2608.0,5093.0,2485.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00456-000_2025-03-31_01_2025-06-30_ixbrl.htm,,2608.0,5093.0,2485.0
リコーリース株式会社,8566,E04946,S100W11D,100441.0,102919.0,2478.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04946-000_2025-03-31_01_2025-06-20_ixbrl.htm,,100441.0,102919.0,2478.0
株式会社ソトー,3571,E00569,S100W3QG,1722153.0,4196014.0,2473861.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00569-000_2025-03-31_01_2025-06-24_ixbrl.htm,,1722.153,4196.014,2473.861
ＫＰＰグループホールディングス株式会社,9274,E02516,S100W4SL,6640.0,9106.0,2466.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02516-000_2025-03-31_01_2025-06-25_ixbrl.htm,,6640.0,9106.0,2466.0
小林製薬株式会社,4967,E01047,S100VIKQ,3283.0,5742.0,2459.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01047-000_2024-12-31_01_2025-03-28_ixbrl.htm,,3283.0,5742.0,2459.0
株式会社ノジマ,7419,E03235,S100VYT1,12923.0,15380.0,2457.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03235-000_2025-03-31_01_2025-06-17_ixbrl.htm,,12923.0,15380.0,2457.0
伊藤忠商事株式会社,8001,E02497,S100VYN4,39237.0,41688.0,2451.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02497-000_2025-03-31_01_2025-06-18_ixbrl.htm,,39237.0,41688.0,2451.0
